Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
11/1/2022,04:15:15,0.0,SQ03,49020.6,0.035,55446.9,103.2,102.4,7.65,0.051,36.44,54908.7,35691,693.30,0,8.01,-79.4,19.386,0.043,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:15:19,0.0,SQ03,49028.9,0.035,55452.8,103.2,102.5,7.66,0.052,36.45,54914.8,35695,708.77,0,8.01,-79.3,19.388,0.046,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:15:23,0.0,SQ03,49032.0,0.035,55454.5,103.3,102.6,7.66,0.052,36.45,54916.6,35696,1579.28,0,8.01,-79.3,19.390,0.018,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:17:48,0.0,SQ03,49782.6,0.034,55628.0,102.3,101.6,7.51,0.049,36.61,55132.3,35836,838.17,0,8.12,-85.2,19.920,0.054,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:17:54,0.0,SQ03,49780.9,0.034,55627.1,101.9,101.2,7.48,0.050,36.61,55131.3,35835,1447.46,0,8.12,-85.5,19.919,0.054,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:18:01,0.0,SQ03,49800.0,0.034,55646.1,101.7,101.0,7.46,0.050,36.62,55150.3,35848,2065.36,0,8.13,-85.9,19.921,0.039,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:19:13,0.0,SQ03,49305.0,0.033,55413.4,102.0,101.3,7.53,0.048,36.43,54898.4,35684,345.12,0,8.18,-88.9,19.666,0.022,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:19:18,0.0,SQ03,49305.7,0.033,55412.8,102.1,101.4,7.53,0.048,36.43,54897.9,35684,676.67,0,8.18,-88.9,19.667,0.046,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:19:21,0.0,SQ03,49300.2,0.033,55408.7,102.1,101.4,7.54,0.048,36.43,54893.8,35681,898.91,0,8.18,-89.0,19.665,0.024,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:20:21,0.0,SQ03,49042.7,0.034,55847.6,101.9,101.2,7.58,0.050,36.72,55281.9,35933,233.91,0,8.13,-85.7,19.091,0.033,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:20:26,0.0,SQ03,49102.4,0.035,56074.4,102.3,101.6,7.62,0.050,36.88,55496.5,36073,292.11,0,8.14,-86.4,18.968,0.030,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:20:29,0.0,SQ03,49133.2,0.035,56106.2,102.6,101.9,7.65,0.051,36.90,55528.2,36093,332.22,0,8.15,-87.0,18.970,0.044,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:21:45,0.0,SQ03,49301.1,0.035,55536.3,103.4,102.7,7.64,0.051,36.52,55011.9,35758,318.59,0,8.23,-91.6,19.571,0.030,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:21:48,0.0,SQ03,49303.0,0.035,55498.6,103.1,102.4,7.61,0.051,36.49,54977.1,35735,283.16,0,8.23,-91.7,19.597,0.027,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:21:51,0.0,SQ03,49294.4,0.035,55487.2,102.7,102.0,7.59,0.051,36.48,54966.0,35728,1307.13,0,8.23,-91.7,19.598,0.029,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:22:59,0.0,SQ03,49137.6,0.034,55198.1,102.6,101.9,7.58,0.050,36.28,54686.9,35547,990.60,0,8.22,-90.7,19.687,0.054,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:23:03,0.0,SQ03,49120.7,0.033,55175.6,102.6,101.9,7.58,0.048,36.26,54664.9,35532,1143.57,0,8.22,-90.7,19.690,0.015,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:23:08,0.0,SQ03,49122.2,0.034,55175.2,102.6,101.9,7.58,0.049,36.26,54664.6,35532,1207.92,0,8.22,-90.7,19.692,0.043,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:25:23,0.0,SQ03,48959.5,0.035,55585.4,102.0,101.3,7.59,0.051,36.53,55032.7,35771,432.68,0,8.20,-89.6,19.222,0.026,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:25:26,0.0,SQ03,48948.8,0.034,55570.6,102.1,101.4,7.59,0.050,36.52,55018.3,35762,225.62,0,8.20,-89.6,19.224,0.017,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:25:30,0.0,SQ03,48953.6,0.034,55574.4,102.2,101.5,7.60,0.050,36.53,55022.1,35764,226.61,0,8.20,-89.5,19.226,0.032,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:26:19,0.0,SQ03,49016.7,0.034,55155.3,102.5,101.8,7.58,0.050,36.24,54638.4,35515,794.19,0,8.25,-92.3,19.613,0.018,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:26:23,0.0,SQ03,49028.2,0.035,55168.2,102.4,101.7,7.57,0.051,36.25,54651.3,35523,1813.31,0,8.25,-92.4,19.613,0.050,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:26:27,0.0,SQ03,49033.4,0.035,55173.2,102.4,101.7,7.57,0.051,36.25,54656.2,35527,1461.32,0,8.25,-92.5,19.614,0.036,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:27:02,0.0,SQ03,49208.9,0.034,55392.4,102.1,101.4,7.54,0.050,36.41,54872.0,35667,3452.69,0,8.17,-88.3,19.596,0.021,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:27:04,0.0,SQ03,49206.7,0.035,55392.8,102.0,101.3,7.54,0.050,36.41,54872.1,35667,1499.83,0,8.17,-87.9,19.594,0.031,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:27:07,0.0,SQ03,49205.1,0.035,55393.0,102.0,101.3,7.54,0.051,36.41,54872.3,35667,1631.10,0,8.16,-87.5,19.593,0.032,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:28:03,0.0,SQ03,48981.8,0.036,55649.0,102.1,101.4,7.60,0.052,36.58,55093.3,35811,24682.73,0,8.23,-91.1,19.192,0.040,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:28:07,0.0,SQ03,48980.9,0.037,55643.8,102.2,101.5,7.60,0.053,36.58,55088.4,35807,17365.88,0,8.23,-91.3,19.196,0.051,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:28:11,0.0,SQ03,48972.7,0.037,55630.9,102.2,101.5,7.60,0.053,36.57,55075.8,35799,11531.66,0,8.23,-91.4,19.198,0.026,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:29:11,0.0,SQ03,49159.6,0.034,55241.0,102.3,101.6,7.55,0.049,36.31,54728.2,35573,1924.59,0,8.19,-89.1,19.673,0.041,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:29:15,0.0,SQ03,49166.0,0.034,55243.1,102.1,101.4,7.54,0.050,36.31,54730.6,35575,1581.55,0,8.19,-89.0,19.677,0.057,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:29:18,0.0,SQ03,49170.7,0.035,55247.1,102.0,101.3,7.53,0.050,36.31,54734.7,35578,1402.47,0,8.19,-89.0,19.678,0.031,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:31:12,0.0,SQ03,49443.1,0.035,55183.3,101.1,100.4,7.43,0.052,36.28,54695.9,35552,976.12,0,8.07,-82.8,19.972,0.028,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:31:16,0.0,SQ03,49441.7,0.036,55182.1,101.1,100.4,7.43,0.052,36.28,54694.7,35552,840.44,0,8.07,-82.9,19.972,0.042,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:31:20,0.0,SQ03,49445.6,0.036,55185.8,101.1,100.4,7.42,0.052,36.28,54698.4,35554,749.13,0,8.07,-82.9,19.972,0.031,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:32:38,0.0,SQ03,49469.1,0.034,55148.3,101.8,101.1,7.47,0.049,36.26,54665.5,35533,573.00,0,8.15,-87.3,20.023,0.022,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:32:41,0.0,SQ03,49499.4,0.034,55180.3,101.7,101.0,7.46,0.050,36.28,54697.4,35553,650.08,0,8.15,-87.3,20.025,0.034,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:32:44,0.0,SQ03,49492.1,0.034,55170.1,101.6,100.9,7.46,0.050,36.28,54687.4,35547,696.81,0,8.15,-87.3,20.026,0.026,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:33:34,0.0,SQ03,49361.5,0.035,55213.2,102.2,101.5,7.52,0.050,36.30,54717.4,35566,17712.36,0,8.14,-86.6,19.875,0.041,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:33:37,0.0,SQ03,49374.0,0.035,55223.5,102.2,101.5,7.52,0.051,36.31,54727.9,35573,22091.40,0,8.14,-86.6,19.878,0.044,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:33:41,0.0,SQ03,49384.3,0.035,55231.3,102.2,101.5,7.52,0.051,36.31,54735.9,35578,23249.84,0,8.14,-86.6,19.881,0.046,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:34:36,0.0,SQ03,49376.2,0.036,55362.5,102.0,101.3,7.52,0.052,36.40,54856.6,35657,290.81,0,8.09,-83.6,19.769,0.051,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:34:39,0.0,SQ03,49379.6,0.036,55361.0,102.0,101.3,7.52,0.052,36.40,54855.4,35656,211.54,0,8.09,-83.5,19.774,0.056,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:34:42,0.0,SQ03,49382.5,0.036,55359.6,102.0,101.3,7.51,0.053,36.40,54854.4,35655,196.34,0,8.08,-83.4,19.777,0.034,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:35:37,0.0,SQ03,49288.9,0.035,55582.2,102.1,101.4,7.55,0.051,36.55,55053.5,35785,1808.13,0,8.10,-84.4,19.518,0.028,89.99999,180.00000,99.9,2.87,12.1,760.6
11/1/2022,04:35:39,0.0,SQ03,49291.7,0.035,55584.9,102.3,101.5,7.56,0.051,36.55,55056.2,35787,1833.31,0,8.10,-84.3,19.518,0.051,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:35:44,0.0,SQ03,49293.0,0.035,55580.7,102.4,101.7,7.57,0.051,36.55,55052.4,35784,1915.35,0,8.10,-84.3,19.523,0.034,89.99999,180.00000,99.9,2.87,12.1,760.7
11/1/2022,04:46:14,0.0,SQ03,49790.2,0.036,55054.5,101.3,100.6,7.39,0.052,36.21,54603.3,35492,2203.74,0,7.94,-75.3,20.386,0.027,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:46:17,0.0,SQ03,49808.9,0.036,55058.7,101.1,100.4,7.37,0.052,36.22,54608.6,35496,1377.50,0,7.94,-75.2,20.398,0.038,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:46:20,0.0,SQ03,49823.2,0.036,55070.5,100.8,100.1,7.35,0.053,36.22,54620.6,35503,1747.88,0,7.93,-75.2,20.402,0.050,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:46:40,0.0,SQ03,49743.0,0.036,55085.4,99.3,98.7,7.25,0.053,36.23,54628.2,35508,898.30,0,7.92,-74.6,20.318,0.028,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:46:43,0.0,SQ03,49736.9,0.036,55075.5,99.1,98.4,7.23,0.052,36.22,54618.6,35502,2409.32,0,7.92,-74.6,20.321,0.019,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:46:45,0.0,SQ03,49748.4,0.036,55086.2,98.8,98.1,7.21,0.053,36.23,54629.4,35509,2943.05,0,7.92,-74.6,20.322,0.039,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:47:00,0.0,SQ03,49694.9,0.035,55059.2,98.5,97.9,7.20,0.051,36.21,54600.4,35490,921.56,0,7.92,-74.5,20.296,0.032,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:47:05,0.0,SQ03,49705.2,0.035,55062.2,99.0,98.3,7.23,0.051,36.21,54603.9,35493,1291.84,0,7.92,-74.4,20.303,0.029,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:47:09,0.0,SQ03,49709.6,0.035,55054.0,99.0,98.3,7.23,0.051,36.21,54596.7,35488,2407.93,0,7.92,-74.4,20.313,0.025,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:47:27,0.0,SQ03,49868.9,0.035,55182.5,99.3,98.6,7.24,0.052,36.30,54727.4,35573,984.51,0,7.93,-74.7,20.354,0.025,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:47:30,0.0,SQ03,49871.3,0.035,55123.5,99.5,98.8,7.25,0.051,36.26,54673.2,35538,739.49,0,7.92,-74.6,20.403,0.029,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,04:47:34,0.0,SQ03,49870.8,0.035,55092.8,99.4,98.7,7.24,0.051,36.24,54644.8,35519,718.33,0,7.92,-74.6,20.426,0.017,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:47:52,0.0,SQ03,49822.0,0.036,55126.9,98.8,98.1,7.20,0.052,36.26,54672.6,35537,523.49,0,7.93,-74.7,20.355,0.033,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:47:55,0.0,SQ03,49819.9,0.035,55126.7,98.6,97.9,7.19,0.051,36.26,54672.2,35537,1647.24,0,7.93,-74.7,20.353,0.025,89.99999,180.00000,99.9,2.87,12.1,760.9
11/1/2022,04:47:58,0.0,SQ03,49830.9,0.035,55135.4,98.3,97.7,7.17,0.051,36.27,54681.0,35543,1530.56,0,7.93,-74.7,20.356,0.039,89.99999,180.00000,99.9,2.87,12.1,760.8
11/1/2022,09:41:28,0.0,SQ03,47172.6,0.044,51575.1,103.5,102.8,7.59,0.065,33.68,51193.6,33276,128.90,0,8.08,-83.4,20.888,0.063,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:41:33,0.0,SQ03,47212.7,0.045,51612.5,103.5,102.8,7.59,0.065,33.71,51231.2,33300,132.69,0,8.08,-83.4,20.893,0.040,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:41:37,0.0,SQ03,47217.0,0.045,51614.6,103.6,102.9,7.60,0.065,33.71,51233.4,33302,132.62,0,8.08,-83.4,20.896,0.050,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:42:36,0.0,SQ03,50228.0,0.045,54987.3,102.8,102.1,7.44,0.065,36.19,54575.4,35474,844.21,0,7.97,-77.0,20.829,0.041,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:42:40,0.0,SQ03,50232.6,0.045,54992.0,102.7,102.0,7.43,0.065,36.19,54580.1,35477,683.71,0,7.96,-76.9,20.830,0.023,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:42:46,0.0,SQ03,50246.7,0.044,55007.2,102.6,101.9,7.42,0.065,36.20,54595.2,35487,501.16,0,7.96,-76.8,20.830,0.057,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:43:53,0.0,SQ03,49930.2,0.043,55369.2,102.7,102.0,7.50,0.063,36.44,54904.4,35688,2207.81,0,8.01,-79.2,20.257,0.033,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:43:57,0.0,SQ03,49925.3,0.043,55362.0,102.7,102.0,7.50,0.063,36.43,54897.3,35683,1215.41,0,8.01,-79.1,20.258,0.051,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:44:01,0.0,SQ03,49926.6,0.043,55362.2,102.8,102.1,7.51,0.063,36.43,54897.6,35683,1211.00,0,8.00,-79.1,20.259,0.038,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:45:10,0.0,SQ03,50344.3,0.044,55605.8,102.9,102.1,7.48,0.065,36.62,55154.4,35850,324.01,0,8.03,-80.6,20.434,0.048,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:45:15,0.0,SQ03,50343.3,0.044,55608.6,102.7,102.0,7.47,0.064,36.62,55156.8,35852,391.12,0,8.03,-80.5,20.431,0.033,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:45:19,0.0,SQ03,50360.3,0.045,55628.1,102.7,102.0,7.47,0.065,36.64,55176.2,35865,413.89,0,8.03,-80.5,20.430,0.037,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:46:20,0.0,SQ03,50216.5,0.046,55233.7,102.9,102.2,7.47,0.067,36.36,54801.4,35621,306.52,0,8.00,-79.0,20.620,0.064,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,09:46:23,0.0,SQ03,50211.7,0.046,55181.2,102.9,102.2,7.46,0.067,36.32,54752.8,35589,318.00,0,8.00,-78.9,20.658,0.037,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,09:46:27,0.0,SQ03,50211.6,0.046,55181.9,102.8,102.1,7.45,0.067,36.32,54753.4,35590,384.66,0,8.00,-78.9,20.657,0.038,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,09:47:25,0.0,SQ03,50190.3,0.046,55230.0,102.6,101.8,7.44,0.067,36.35,54796.0,35617,349.62,0,8.03,-80.6,20.600,0.031,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:47:29,0.0,SQ03,50189.6,0.046,55209.3,102.6,101.9,7.44,0.067,36.34,54776.9,35605,259.95,0,8.03,-80.5,20.615,0.042,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:47:33,0.0,SQ03,50195.3,0.046,55216.5,102.5,101.8,7.44,0.067,36.35,54784.0,35610,226.09,0,8.03,-80.4,20.615,0.055,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:49:32,0.0,SQ03,49889.7,0.046,55080.4,102.4,101.7,7.46,0.067,36.23,54634.9,35513,56.88,0,8.14,-86.9,20.453,0.066,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:49:37,0.0,SQ03,49901.1,0.046,55078.2,102.4,101.7,7.46,0.067,36.23,54633.7,35512,18872.02,0,8.14,-86.9,20.465,0.030,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:49:42,0.0,SQ03,49904.7,0.047,55080.2,102.4,101.6,7.45,0.068,36.24,54635.8,35513,22788.75,0,8.14,-86.9,20.466,0.039,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,09:50:49,0.0,SQ03,49726.4,0.046,55459.6,102.3,101.6,7.50,0.067,36.49,54972.5,35732,2029.65,0,8.18,-88.6,20.004,0.039,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:50:53,0.0,SQ03,49732.8,0.046,55464.5,102.4,101.7,7.50,0.066,36.49,54977.4,35735,1291.28,0,8.18,-88.6,20.005,0.052,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:50:57,0.0,SQ03,49748.5,0.046,55484.6,102.4,101.7,7.51,0.067,36.51,54997.2,35748,874.56,0,8.17,-88.5,20.003,0.057,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:52:04,0.0,SQ03,49979.8,0.044,55226.3,102.8,102.1,7.49,0.064,36.34,54776.3,35605,435.93,0,8.17,-88.1,20.415,0.043,89.99999,180.00000,99.9,2.87,12.1,761.3
11/1/2022,09:52:08,0.0,SQ03,49988.9,0.044,55239.4,102.5,101.8,7.47,0.064,36.35,54789.1,35613,495.26,0,8.17,-88.1,20.413,0.038,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:52:12,0.0,SQ03,49991.9,0.044,55247.4,102.4,101.7,7.46,0.064,36.36,54796.7,35618,448.42,0,8.16,-88.0,20.409,0.048,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:53:12,0.0,SQ03,50149.0,0.044,55131.0,102.2,101.5,7.42,0.064,36.28,54701.6,35556,946.96,0,8.19,-89.4,20.643,0.058,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:53:19,0.0,SQ03,50155.0,0.044,55141.9,101.8,101.1,7.39,0.064,36.29,54712.1,35563,409.10,0,8.19,-89.4,20.639,0.058,89.99999,180.00000,99.9,2.87,12.1,761.4
11/1/2022,09:53:24,0.0,SQ03,50151.2,0.044,55139.9,101.7,101.0,7.38,0.065,36.29,54709.9,35561,261.89,0,8.19,-89.6,20.637,0.046,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:54:32,0.0,SQ03,49783.3,0.044,55924.7,101.7,101.0,7.48,0.064,36.81,55406.7,36014,175.05,0,8.17,-88.2,19.686,0.051,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:54:36,0.0,SQ03,49786.1,0.044,55921.7,102.2,101.5,7.52,0.064,36.81,55404.1,36013,258.34,0,8.17,-88.1,19.691,0.028,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,09:54:41,0.0,SQ03,49792.3,0.044,55915.8,102.5,101.8,7.54,0.065,36.81,55399.1,36009,212.60,0,8.17,-88.1,19.701,0.065,89.99999,180.00000,99.9,2.87,12.1,761.5
