DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV,Timestamp,TIME_BIN,lat,lon,ele
4/25/19,13:12:05,5.57,8.21,11.44,50190.0,10.18,99.8,1.29,-56.3,8.48,32.26,32120,-0.2,2019-04-25 13:12:05,2019-04-25-13-12,42.406278820708394,-70.523915402591228,4.94
4/25/19,13:12:10,5.88,8.22,8.56,50070.0,10.19,100.6,1.19,-56.9,8.39,32.21,32040,-0.3,2019-04-25 13:12:10,2019-04-25-13-12,42.406278820708394,-70.523915402591228,4.94
4/25/19,13:12:15,6.24,8.24,4.87,49920.0,10.22,101.7,1.21,-58.1,8.48,32.14,31940,-0.2,2019-04-25 13:12:15,2019-04-25-13-12,42.406278820708394,-70.523915402591228,4.94
4/25/19,13:12:20,6.99,8.25,1.63,49240.0,10.14,102.4,1.81,-58.9,8.09,31.74,31510,-0.2,2019-04-25 13:12:20,2019-04-25-13-12,42.406278820708394,-70.523915402591228,4.94
4/25/19,13:33:50,6.99,8.19,0.51,49650.0,9.24,93.5,0.51,-55.6,8.36,32.04,31780,-0.2,2019-04-25 13:33:50,2019-04-25-13-33,42.448510620743036,-70.500504327937961,6.39
4/25/19,13:33:55,6.96,8.2,0.65,49650.0,9.33,94.3,0.42,-56.1,8.29,32.03,31780,-0.2,2019-04-25 13:33:55,2019-04-25-13-33,42.448510620743036,-70.500504327937961,6.39
4/25/19,13:34:00,6.07,8.2,5.45,49810.0,9.7,96.1,0.52,-56,8.16,32.05,31880,-0.2,2019-04-25 13:34:00,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:05,5.57,8.2,10.39,49980.0,9.9,96.9,0.77,-55.9,8.19,32.11,31990,-0.2,2019-04-25 13:34:05,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:10,5.2,8.2,15.84,50190.0,10.02,97.3,0.65,-55.4,8.39,32.21,32120,-0.2,2019-04-25 13:34:10,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:15,4.79,8.18,20.96,50340.0,10.2,98.1,1.46,-54.3,8.23,32.26,32210,-0.2,2019-04-25 13:34:15,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:20,4.56,8.17,26.41,50490.0,10.3,98.6,1.32,-53.5,8.29,32.34,32310,-0.2,2019-04-25 13:34:20,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:25,4.34,8.16,27.58,50610.0,10.36,98.7,2.39,-53,8.31,32.39,32390,-0.2,2019-04-25 13:34:25,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:30,4.4,8.16,27.15,50560.0,10.44,99.6,4.72,-52.9,8.13,32.36,32360,-0.2,2019-04-25 13:34:30,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:35,4.71,8.16,21.51,50450.0,10.43,100.2,1.53,-53.2,8.38,32.33,32280,-0.2,2019-04-25 13:34:35,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:40,5.15,8.18,14.86,50130.0,10.35,100.4,0.98,-54.3,8.34,32.16,32080,-0.2,2019-04-25 13:34:40,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:45,5.56,8.2,8.87,49940.0,10.31,100.9,0.66,-55.9,8.39,32.08,31960,-0.2,2019-04-25 13:34:45,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:50,6.08,8.22,3.74,49800.0,10.26,101.7,0.67,-56.7,8.41,32.04,31870,-0.2,2019-04-25 13:34:50,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:34:55,6.96,8.22,0.03,49700.0,10.11,102.3,0.35,-57.3,8.06,32.07,31810,-0.2,2019-04-25 13:34:55,2019-04-25-13-34,42.44940840639174,-70.500050112605095,4.94
4/25/19,13:59:00,7.08,8.34,0.29,45790.0,9.53,94.9,0.61,-64,8.26,29.3,29300,-0.2,2019-04-25 13:59:00,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:05,6.76,8.26,0.5,50090.0,9.41,94.9,0.5,-59.2,8.14,32.33,32060,-0.2,2019-04-25 13:59:05,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:10,6.73,8.24,0.62,50170.0,9.6,96.7,0.46,-58.4,8.16,32.38,32110,-0.3,2019-04-25 13:59:10,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:15,5.92,8.25,5.77,50030.0,9.86,97.4,0.83,-58.4,8.39,32.19,32020,-0.2,2019-04-25 13:59:15,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:20,5.81,8.25,11.1,50030.0,9.92,97.8,1.37,-58.4,8.23,32.17,32010,-0.3,2019-04-25 13:59:20,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:25,5.45,8.24,15.94,50050.0,10.12,98.8,1.11,-58,8.18,32.14,32030,-0.3,2019-04-25 13:59:25,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:30,4.67,8.21,21.38,50480.0,10.34,99.3,1.02,-56.2,8.43,32.35,32310,-0.2,2019-04-25 13:59:30,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:35,4.18,8.19,27.43,50720.0,10.46,99.3,1.1,-54.7,8.18,32.44,32460,-0.3,2019-04-25 13:59:35,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:40,4.18,8.18,29.11,50740.0,10.49,99.6,6.14,-54.3,8.19,32.46,32470,-0.3,2019-04-25 13:59:40,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:45,4.18,8.18,28.89,50750.0,10.53,99.9,0.82,-54.2,8.24,32.47,32480,-0.3,2019-04-25 13:59:45,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:50,4.19,8.18,27.27,50740.0,10.53,100,0.86,-54.1,8.26,32.46,32470,-0.3,2019-04-25 13:59:50,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,13:59:55,4.5,8.18,23.08,50620.0,10.41,99.6,0.92,-54.3,8.18,32.42,32400,-0.2,2019-04-25 13:59:55,2019-04-25-13-59,42.437733504921198,-70.481873787939548,2.54
4/25/19,14:00:00,4.71,8.2,19.33,50540.0,10.37,99.7,1.14,-55.5,8.38,32.4,32340,-0.3,2019-04-25 14:00:00,2019-04-25-14-00,42.436311598867178,-70.479202726855874,4.46
4/25/19,14:00:05,5.52,8.21,14.7,50190.0,10.21,100,1.1,-56.3,8.04,32.25,32120,-0.2,2019-04-25 14:00:05,2019-04-25-14-00,42.436311598867178,-70.479202726855874,4.46
4/25/19,14:00:10,5.8,8.24,10.61,50030.0,10.21,100.6,1.41,-57.9,8.31,32.17,32020,-0.3,2019-04-25 14:00:10,2019-04-25-14-00,42.436311598867178,-70.479202726855874,4.46
4/25/19,14:00:15,5.89,8.25,6.41,49990.0,10.6,104.7,0.95,-58.4,8.24,32.16,31990,-0.3,2019-04-25 14:00:15,2019-04-25-14-00,42.436311598867178,-70.479202726855874,4.46
4/25/19,14:00:20,6.42,8.25,1.94,50010.0,10.5,105,0.6,-58.5,8.06,32.23,32000,-0.3,2019-04-25 14:00:20,2019-04-25-14-00,42.436311598867178,-70.479202726855874,4.46
4/25/19,14:25:15,6.67,8.26,0.48,49850.0,9.12,91.6,0.77,-59.5,7.83,32.14,31900,-0.3,2019-04-25 14:25:15,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:20,6.65,8.25,0.59,49840.0,9.15,91.9,0.55,-58.7,8.13,32.13,31890,-0.2,2019-04-25 14:25:20,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:25,5.91,8.25,5.71,49960.0,9.39,92.8,0.98,-58.4,8.26,32.14,31970,-0.2,2019-04-25 14:25:25,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:30,5.42,8.24,11.09,50090.0,9.59,93.7,1.19,-58.1,8.16,32.17,32060,-0.2,2019-04-25 14:25:30,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:35,4.99,8.23,16.72,50390.0,9.75,94.3,2.01,-57.3,8.46,32.33,32250,-0.2,2019-04-25 14:25:35,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:40,4.76,8.2,23.19,50420.0,9.83,94.6,1.38,-55.7,8.44,32.31,32260,-0.2,2019-04-25 14:25:40,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:45,4.45,8.19,29.54,50580.0,9.94,94.9,1.02,-55,8.18,32.39,32370,-0.3,2019-04-25 14:25:45,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:50,4.39,8.18,34.65,50640.0,9.98,95.2,1.77,-54.3,8.33,32.42,32410,-0.2,2019-04-25 14:25:50,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:25:55,4.39,8.18,34.25,50660.0,10.01,95.5,2.79,-54.1,8.41,32.44,32420,-0.2,2019-04-25 14:25:55,2019-04-25-14-25,42.434330871328712,-70.472344737499952,9.75
4/25/19,14:26:00,4.4,8.18,34.16,50620.0,10.07,96.1,1.35,-54.1,8.26,32.41,32400,-0.2,2019-04-25 14:26:00,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:05,4.39,8.18,34.06,50580.0,10.12,96.5,1.13,-54.2,8.34,32.38,32370,-0.3,2019-04-25 14:26:05,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:10,4.39,8.18,32.21,50620.0,10.13,96.7,1.13,-54.2,8.24,32.41,32400,-0.2,2019-04-25 14:26:10,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:15,4.43,8.18,28.53,50560.0,10.15,96.9,1.34,-54.3,8.04,32.37,32360,-0.3,2019-04-25 14:26:15,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:20,4.58,8.19,24.67,50560.0,10.16,97.3,1.36,-54.8,8.26,32.39,32360,-0.2,2019-04-25 14:26:20,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:25,4.77,8.2,20.36,50460.0,10.14,97.6,1.8,-55.2,8.26,32.34,32290,-0.3,2019-04-25 14:26:25,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:30,4.93,8.2,16.21,50380.0,10.15,98,1.82,-55.6,8.16,32.31,32240,-0.3,2019-04-25 14:26:30,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:35,5.12,8.22,12.99,50290.0,10.16,98.5,1.87,-56.4,8.26,32.27,32190,-0.3,2019-04-25 14:26:35,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:40,5.45,8.24,9.27,50090.0,10.11,98.8,1.58,-57.6,8.28,32.18,32060,-0.2,2019-04-25 14:26:40,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:45,5.88,8.25,5.48,49970.0,10.11,99.7,1.86,-58.2,8.13,32.14,31980,-0.2,2019-04-25 14:26:45,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:26:50,6.27,8.25,1.92,49780.0,10.12,100.7,0.83,-58.5,8.29,32.05,31860,-0.3,2019-04-25 14:26:50,2019-04-25-14-26,42.432846184819937,-70.469786999747157,8.789999999999999
4/25/19,14:52:35,7.07,8.24,0.57,49420.0,9.47,95.9,0.71,-58.1,8.14,31.88,31630,-0.3,2019-04-25 14:52:35,2019-04-25-14-52,42.419604621827602,-70.450049545615911,5.42
4/25/19,14:52:40,6.97,8.24,0.55,49590.0,9.3,94,0.72,-58,8.09,31.99,31740,-0.2,2019-04-25 14:52:40,2019-04-25-14-52,42.419604621827602,-70.450049545615911,5.42
4/25/19,14:52:45,7.01,8.24,0.65,49650.0,9.44,95.6,0.6,-58.1,8.26,32.04,31780,-0.3,2019-04-25 14:52:45,2019-04-25-14-52,42.419604621827602,-70.450049545615911,5.42
4/25/19,14:52:50,6,8.25,4.96,49700.0,9.83,97.2,0.88,-58.3,8.23,31.96,31800,-0.3,2019-04-25 14:52:50,2019-04-25-14-52,42.419604621827602,-70.450049545615911,5.42
4/25/19,14:52:55,5.32,8.23,10.77,50130.0,9.97,97.1,1.23,-57.2,8.19,32.18,32080,-0.3,2019-04-25 14:52:55,2019-04-25-14-52,42.419604621827602,-70.450049545615911,5.42
4/25/19,14:53:00,4.82,8.21,16.37,50200.0,10.1,97.2,1.19,-56.2,8.09,32.16,32120,-0.2,2019-04-25 14:53:00,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:05,4.59,8.2,22.58,50350.0,10.16,97.3,1.36,-55.2,8.01,32.24,32220,-0.3,2019-04-25 14:53:05,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:10,4.45,8.19,29.71,50480.0,10.2,97.4,1.08,-54.8,8.19,32.31,32300,-0.3,2019-04-25 14:53:10,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:15,4.33,8.19,33.11,50510.0,10.24,97.5,2.55,-54.7,8.33,32.32,32330,-0.2,2019-04-25 14:53:15,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:20,4.33,8.19,32.8,50550.0,10.26,97.7,0.65,-54.7,8.16,32.35,32350,-0.2,2019-04-25 14:53:20,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:25,4.33,8.19,32.17,50530.0,10.29,97.9,0.86,-54.8,8.06,32.33,32340,-0.3,2019-04-25 14:53:25,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:30,4.46,8.19,29.96,50500.0,10.29,98.3,1.04,-54.9,8.08,32.33,32320,-0.3,2019-04-25 14:53:30,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:35,4.53,8.19,25.21,50450.0,10.33,98.8,1.31,-55,8.09,32.3,32290,-0.2,2019-04-25 14:53:35,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:40,4.61,8.2,21.94,50410.0,10.33,99,1.16,-55.3,8.08,32.29,32260,-0.3,2019-04-25 14:53:40,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:45,4.67,8.2,19.05,50340.0,10.37,99.5,1.49,-55.5,7.99,32.24,32210,-0.3,2019-04-25 14:53:45,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:50,4.82,8.2,15.86,50330.0,10.38,100,1.23,-55.6,8.11,32.26,32210,-0.2,2019-04-25 14:53:50,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:53:55,5.23,8.21,11.88,50160.0,10.31,100.2,1.3,-56.3,8.14,32.19,32100,-0.2,2019-04-25 14:53:55,2019-04-25-14-53,42.418016754090786,-70.450729317963123,6.87
4/25/19,14:54:00,5.33,8.23,9.13,50110.0,10.34,100.7,1.07,-57.4,8.14,32.17,32070,-0.2,2019-04-25 14:54:00,2019-04-25-14-54,42.416459815576673,-70.451608914881945,5.91
4/25/19,14:54:05,5.71,8.24,5.68,50010.0,10.31,101.4,1.01,-58,7.88,32.15,32000,-0.2,2019-04-25 14:54:05,2019-04-25-14-54,42.416459815576673,-70.451608914881945,5.91
4/25/19,14:54:10,6.32,8.25,2.23,49850.0,10.22,101.8,0.83,-58.6,8.24,32.11,31900,-0.3,2019-04-25 14:54:10,2019-04-25-14-54,42.416459815576673,-70.451608914881945,5.91
4/25/19,15:16:10,4.4,8.18,24.78,50650.0,10.32,98.5,1.09,-54.5,8.33,32.42,32410,-0.2,2019-04-25 15:16:10,2019-04-25-15-16,42.40514550358057,-70.456799156963825,5.42
4/25/19,15:16:15,4.14,8.17,30.64,50780.0,10.37,98.4,0.68,-53.6,8.18,32.48,32490,-0.2,2019-04-25 15:16:15,2019-04-25-15-16,42.40514550358057,-70.456799156963825,5.42
4/25/19,15:17:00,6.02,8.24,4.31,49530.0,10.32,102,1,-57.8,7.96,31.85,31700,-0.2,2019-04-25 15:17:00,2019-04-25-15-17,42.405053051188588,-70.456807622686028,5.91
4/25/19,15:17:05,6.72,8.24,0.32,49690.0,10.29,103.4,0.51,-58,8.24,32.03,31800,-0.2,2019-04-25 15:17:05,2019-04-25-15-17,42.405053051188588,-70.456807622686028,5.91
4/25/19,15:43:10,4.54,8.19,37.03,50390.0,10.32,98.7,6.9,-54.7,7.94,32.26,32250,-0.2,2019-04-25 15:43:10,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:15,4.54,8.19,36.98,50410.0,10.34,98.9,1.72,-54.7,8.08,32.28,32260,-0.2,2019-04-25 15:43:15,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:20,4.54,8.19,34.66,50410.0,10.34,98.9,1.09,-54.8,8.18,32.28,32260,-0.3,2019-04-25 15:43:20,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:25,4.57,8.19,30.55,50370.0,10.34,99,1.38,-54.8,7.93,32.26,32240,-0.2,2019-04-25 15:43:25,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:30,4.59,8.19,26.98,50360.0,10.34,99,1.46,-55,8.16,32.25,32230,-0.2,2019-04-25 15:43:30,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:35,4.64,8.19,22.66,50370.0,10.34,99.2,1.12,-55.1,8.13,32.27,32240,-0.2,2019-04-25 15:43:35,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:40,4.69,8.2,18.57,50320.0,10.34,99.2,1.69,-55.2,8.26,32.24,32200,-0.2,2019-04-25 15:43:40,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:45,4.74,8.2,14.36,50360.0,10.34,99.3,1.44,-55.4,8.21,32.27,32230,-0.2,2019-04-25 15:43:45,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:50,4.93,8.2,10.8,50170.0,10.3,99.4,1.22,-55.6,8.26,32.16,32110,-0.2,2019-04-25 15:43:50,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:43:55,5.48,8.22,7.24,50020.0,10.19,99.6,1.38,-56.9,8.23,32.13,32010,-0.2,2019-04-25 15:43:55,2019-04-25-15-43,42.405252205207944,-70.433960733935237,1.58
4/25/19,15:44:00,6.42,8.24,3.62,49750.0,10.34,103.2,0.94,-57.9,8.18,32.05,31840,-0.2,2019-04-25 15:44:00,2019-04-25-15-44,42.405453035607934,-70.432473449036479,1.1
04/29/19,11:40:30,6.62,8.25,0.34,49440.0,9.44,94.6,1.00,-58.9,9.04,31.85,31640,-0.3,2019-04-29 11:40:30,2019-04-29-11-40,42.202536296099424,-70.71371546946466,5.91
04/29/19,11:40:35,6.54,8.19,2.93,49530.0,9.54,95.5,0.61,-55.1,9.09,31.90,31700,-0.2,2019-04-29 11:40:35,2019-04-29-11-40,42.202536296099424,-70.71371546946466,5.91
04/29/19,11:40:40,6.16,8.17,8.41,49640.0,9.72,96.4,1.21,-53.9,9.08,31.93,31760,-0.2,2019-04-29 11:40:40,2019-04-29-11-40,42.202536296099424,-70.71371546946466,5.91
04/29/19,11:40:45,6.02,8.16,14.79,49640.0,9.92,98.1,3.36,-53.3,9.04,31.92,31770,-0.3,2019-04-29 11:40:45,2019-04-29-11-40,42.202536296099424,-70.71371546946466,5.91
04/29/19,11:40:50,5.95,8.14,21.59,49710.0,10.08,99.5,3.56,-52.4,9.09,31.96,31810,-0.2,2019-04-29 11:40:50,2019-04-29-11-40,42.202536296099424,-70.71371546946466,5.91
04/29/19,11:40:55,5.88,8.13,28.20,49770.0,10.15,100.1,3.08,-51.6,9.13,32.00,31850,-0.2,2019-04-29 11:40:55,2019-04-29-11-40,42.202536296099424,-70.71371546946466,5.91
04/29/19,11:41:00,5.87,8.12,33.43,49720.0,10.24,100.9,2.17,-51.3,9.09,31.96,31820,-0.3,2019-04-29 11:41:00,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:05,5.88,8.12,33.17,49850.0,10.36,102.2,1.59,-51.2,9.09,32.05,31900,-0.2,2019-04-29 11:41:05,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:10,5.88,8.12,32.62,49800.0,10.44,102.9,1.92,-51.2,9.13,32.02,31870,-0.3,2019-04-29 11:41:10,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:15,5.89,8.12,27.63,49800.0,10.55,104.0,3.17,-51.3,9.03,32.02,31870,-0.2,2019-04-29 11:41:15,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:20,5.93,8.13,22.00,49770.0,10.60,104.6,3.13,-51.6,9.08,32.01,31850,-0.2,2019-04-29 11:41:20,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:25,5.96,8.14,17.21,49760.0,10.62,104.9,5.38,-52.1,9.11,32.00,31850,-0.2,2019-04-29 11:41:25,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:30,6.04,8.15,12.16,49680.0,10.65,105.3,2.85,-52.8,9.01,31.96,31800,-0.3,2019-04-29 11:41:30,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:35,6.14,8.15,7.36,49660.0,10.66,105.7,1.54,-53.2,9.09,31.95,31780,-0.2,2019-04-29 11:41:35,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:40,6.39,8.16,2.06,49650.0,10.63,106.0,1.77,-53.4,9.13,31.97,31770,-0.2,2019-04-29 11:41:40,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,11:41:45,6.52,8.17,0.23,48800.0,10.69,106.6,-3.83,-54.0,9.08,31.38,31230,-0.2,2019-04-29 11:41:45,2019-04-29-11-41,42.202355163171887,-70.711024710908532,5.91
04/29/19,12:27:40,7.16,8.19,2.22,49470.0,8.90,90.3,0.76,-55.6,9.03,31.93,31660,-0.2,2019-04-29 12:27:40,2019-04-29-12-27,42.200642991811037,-70.545759648084641,8.789999999999999
04/29/19,12:27:45,6.86,8.18,8.47,49650.0,9.09,91.7,1.11,-54.7,9.11,32.02,31770,-0.2,2019-04-29 12:27:45,2019-04-29-12-27,42.200642991811037,-70.545759648084641,8.789999999999999
04/29/19,12:27:50,6.63,8.17,14.86,49760.0,9.22,92.6,1.05,-54.2,9.06,32.08,31840,-0.2,2019-04-29 12:27:50,2019-04-29-12-27,42.200642991811037,-70.545759648084641,8.789999999999999
04/29/19,12:27:55,5.50,8.15,21.10,50130.0,9.59,93.8,1.12,-53.0,8.93,32.21,32080,-0.2,2019-04-29 12:27:55,2019-04-29-12-27,42.200642991811037,-70.545759648084641,8.789999999999999
04/29/19,12:28:00,5.46,8.14,23.03,50220.0,9.67,94.5,1.78,-52.5,9.18,32.26,32140,-0.2,2019-04-29 12:28:00,2019-04-29-12-28,42.200945327058434,-70.54212081246078,9.75
04/29/19,12:28:05,5.46,8.14,22.74,50200.0,9.71,94.9,0.93,-52.4,9.06,32.25,32130,-0.2,2019-04-29 12:28:05,2019-04-29-12-28,42.200945327058434,-70.54212081246078,9.75
04/29/19,12:28:10,5.47,8.14,21.64,50160.0,9.80,95.8,1.08,-52.3,9.06,32.22,32100,-0.2,2019-04-29 12:28:10,2019-04-29-12-28,42.200945327058434,-70.54212081246078,9.75
